ym,Nivel general,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad y otros combustibles",Equipa-miento y manteni-miento del hogar,Salud,Transporte,Comunicaciones,Recreación y cultura,Educación,Restaurantes y hoteles,Otros bienes y servicios,Estacional,Núcleo,Regulados,Bienes,Servicios
1988-06,0.00130297367421718,0.00111792994350609,,0.00199095901940708,0.00124575886081753,0.00121151760662241,0.00127001355131249,0.00235159184878909,,,,,0.00173905096877216,,,,,
1988-07,0.00163715070747332,0.00144808822580426,,0.00221870530723681,0.00154215943403411,0.00148062393323009,0.00151932854257755,0.00285405792196954,,,,,0.00210782614835773,,,,,
1988-08,0.00208931915768483,0.00187434823426608,,0.00256081033874224,0.00199572402087157,0.00193488527104694,0.00192345769308924,0.00382684236490781,,,,,0.00254960119284421,,,,,
1988-09,0.00233369601186219,0.00211015474596049,,0.0028295898063622,0.00216464047657564,0.00214160575777132,0.00217366842683789,0.00403111950397915,,,,,0.00300324321044265,,,,,
1988-10,0.00254354651852777,0.00233516986503561,,0.00389353888234291,0.00226085114651087,0.00227870056640374,0.00235027898651846,0.00420375520267389,,,,,0.00311436123140018,,,,,
1988-11,0.00268877890691444,0.00246189581349724,,0.00414410835893169,0.00238355460961665,0.00240609091105431,0.00259526455577952,0.00446220248766999,,,,,0.00327438556578885,,,,,
1988-12,0.00287281384181664,0.00262609997686638,,0.00437452544544601,0.00247080155253928,0.00254041301569191,0.00284681890325354,0.00475254434456569,,,,,0.00350866838343878,,,,,
1989-01,0.00312906902655997,0.00288305178490939,,0.00456269535276803,0.00263095347516436,0.00272402763579285,0.00316659896989411,0.00517046448905986,,,,,0.00370231580831136,,,,,
1989-02,0.00342919484552698,0.00316669041524064,,0.00489533118893725,0.00290006447947592,0.00297033617399873,0.00347548083631771,0.00565774267085953,,,,,0.00406749493543876,,,,,
1989-03,0.00401234168744599,0.0037495714463121,,0.00591703308572564,0.00339785011957553,0.00353165469383752,0.00399874373714648,0.00628981208382254,,,,,0.0045855062920385,,,,,
1989-04,0.00535126710884287,0.00496943630118147,,0.009685772829535,0.0048599335922971,0.00550289319503867,0.00502392100961184,0.00805641698292903,,,,,0.00561973097900887,,,,,
1989-05,0.009550336152786,0.00887694123677311,,0.0174463854072555,0.00829423620172383,0.0116957275674533,0.0082587456986725,0.0152853470171291,,,,,0.00954374342136655,,,,,
1989-06,0.0204828308493653,0.0203543166666359,,0.0344717562064356,0.0152275831345019,0.0235715298075722,0.0157250591448225,0.034656999855574,,0.0136754663601375,0.00789537069459306,,0.0211719363696324,,,,,
1989-07,0.0607590897577501,0.0588262098580817,,0.0968606396958669,0.047899566379316,0.068335595007519,0.0456139014533241,0.120904538473362,,0.0440274553880256,0.0186602968482559,,0.0601642968955016,,,,,
1989-08,0.0837632940755622,0.0733477842853527,,0.137222233906712,0.069954523666706,0.0974688609955413,0.0719617161851095,0.151532272113205,,0.0704281088337112,0.0373332407106898,,0.108805041896875,,,,,
1989-09,0.0915996704291675,0.0802013348701272,,0.152605068496597,0.0747385552734225,0.103399213684968,0.0805309791285307,0.154506096272427,,0.0812017834589143,0.0440322896065092,,0.125767803550783,,,,,
1989-10,0.0967249268934535,0.08383410070655,,0.168715808447745,0.0767512150328011,0.108263157391404,0.0855805828932862,0.159312008529741,,0.0900973361329387,0.0479222621062169,,0.131476705889904,,,,,
1989-11,0.103030426489271,0.089287397952996,,0.180039027899577,0.085220147019079,0.117698200486315,0.0911274591696655,0.162219452685409,,0.09879335448216,0.0522850532852958,,0.13560013028918,,,,,
1989-12,0.144317756381559,0.128124600535632,,0.241837418424987,0.109560851214693,0.170374499972676,0.142544122350761,0.228931356257237,,0.141751795324764,0.0618077752118313,,0.16589040051767,,,,,
1990-01,0.258624520353536,0.236680034203954,,0.377944720661649,0.165554063115372,0.31452784108847,0.283441286946151,0.406225707749773,,0.255116069728175,0.0897677921151556,,0.322375313825055,,,,,
1990-02,0.417860664207376,0.373593636010363,,0.571655322502962,0.322395375876128,0.53202490031212,0.43044905500657,0.676936638243935,,0.37258575759032,0.202330015466199,,0.525953243984873,,,,,
1990-03,0.81702483733081,0.717069081787527,,1.19337597784723,0.598057878510168,1.04463317954383,0.805145595146634,1.27746989239715,,0.692843412025408,0.46229456706627,,1.11623985955687,,,,,
1990-04,0.909941887929121,0.729883135122681,,1.36174070076048,0.81022531409254,1.08279328243858,0.980209504781722,1.49265394991834,,0.829652231220629,0.586799634361225,,1.32022953198407,,,,,
1990-05,1.03376160315709,0.833620498295244,,1.48450032347498,0.995043419471662,1.19463338053963,1.11425886361442,1.68296542010783,,0.966926622233975,0.707062205119626,,1.43656900990024,,,,,
1990-06,1.17743262420087,0.96578193056336,,1.66586448423328,1.17361831922951,1.35397620664839,1.27788819697836,1.78652486365251,,1.14477901542755,0.827246403178382,,1.54807736438244,,,,,
1990-07,1.30489433630981,1.07444634245766,,1.82021702458047,1.26381237705706,1.47719521141847,1.46168616050134,1.92346017298418,,1.3354268093524,0.966509525482868,,1.64670483426716,,,,,
1990-08,1.50503517318482,1.26221238969232,,2.0186188221566,1.48884515457446,1.72841702166335,1.70725916648831,2.1685152321047,,1.52187270500134,1.09181908170069,,1.82556820337807,,,,,
1990-09,1.74098501748752,1.44055656483915,,2.3716252689093,1.72306092575626,1.99827844674036,2.02288393752441,2.58032349815337,,1.75605469662765,1.2391573072467,,2.08835481499138,,,,,
1990-10,1.87487393286952,1.52623525913943,,2.57794973910952,1.84927650630284,2.16102977100302,2.24622459004921,2.66970417293891,,1.88852741988614,1.37371582193645,,2.36867655635102,,,,,
1990-11,1.99075265841545,1.59741890887365,,2.70124316955714,1.98108143527159,2.26924576723208,2.42998240418127,2.72804555806257,,2.04491969106788,1.52495941279684,,2.71242272656595,,,,,
1990-12,2.083845668441,1.67410687625081,,2.73523249938012,2.06743353455803,2.41143936760307,2.5961711422545,2.76766778218399,,2.15042134015962,1.60383840130549,,2.8898069093572,,,,,
1991-01,2.24427401548402,1.77418842641022,,2.83815832793088,2.34698832516014,2.63508836011713,2.81870583293216,3.05361956149416,,2.44595154299911,1.65167759529114,,3.05059207223638,,,,,
1991-02,2.85001269738353,2.21242653437265,,3.68759846427808,3.08136456022992,3.5292552794627,3.52103169302893,4.17027725728124,,3.12166791341108,1.86892451389814,,3.69030164884288,,,,,
1991-03,3.16471941511012,2.38285644870957,,4.2524653072905,3.3484841427114,3.9464485886892,3.93104619507736,4.34271923051398,,3.24793458431345,2.86775078424596,,4.19762404983997,,,,,
1991-04,3.33911320069789,2.52062176242411,,4.50675151949384,3.52180682533427,4.05155224647417,4.11236976650876,4.35501944517255,,3.45569772998707,3.19776742297899,,4.6463977600121,,,,,
1991-05,3.4327585402065,2.6299920232058,,4.60980296628485,3.67478391182892,4.12393562519451,4.22881489626036,4.42179772874793,,3.51846063819804,3.18340249718984,,4.75655199510413,,,,,
1991-06,3.53998906065421,2.78583470426974,,4.65474289173105,3.71610853291725,4.20860316169566,4.33516617173457,4.46864873525638,,3.62059679758976,3.18588800804727,,4.88491057888783,,,,,
1991-07,3.63171080652086,2.88758961913974,,4.64004381292508,3.79792316650597,4.28184464183737,4.39577985589116,4.4902155984111,,3.93363821914495,3.19770209538356,,4.96589536598143,,,,,
1991-08,3.67895515859204,2.94818087956786,,4.59898147829742,3.84497853664499,4.37066387492133,4.50048351932363,4.50842363338597,,3.92236283588006,3.22454357115642,,5.00853151743944,,,,,
1991-09,3.74394203313443,3.04024108102548,,4.6200399805156,3.88645720394651,4.41293225309033,4.61580149210082,4.51775002388532,,3.90486899063627,3.24439499421812,,5.15684716620021,,,,,
1991-10,3.79451523251312,3.09702187490058,,4.67443180619104,3.90558537515102,4.48859775502797,4.71494372138516,4.5246004402521,,3.93684610663556,3.25812603818285,,5.21513693302847,,,,,
1991-11,3.80927305143164,3.09161719555705,,4.69812916380317,3.96297103836317,4.52727082590476,4.78246756182152,4.53984128906811,,3.94448671138594,3.2540236693385,,5.25002129836963,,,,,
1991-12,3.83400360403564,3.08969985669276,,4.69542924398688,4.04127824660512,4.52900538385812,4.84209684239361,4.54426883530517,,4.10999385050523,3.26107496667037,,5.27982278648311,,,,,
1992-01,3.9506587773741,3.23876806459609,,4.67249955339845,4.19079389169724,4.58979865741789,4.95170765360383,4.53597133486091,,4.40088781827124,3.26447914683855,,5.35509796749544,,,,,
1992-02,4.03575788030444,3.34281186675528,,4.64008568567183,4.41017179367194,4.63331747749771,5.05686188242316,4.53231379666508,,4.51967396855719,3.3002378393878,,5.41990332433318,,,,,
1992-03,4.12049265821038,3.4258645797067,,4.75883854014407,4.47636223260711,4.78742928063156,5.15845471156742,4.62496700562584,,4.34048273838993,3.56075408253128,,5.52653884870071,,,,,
1992-04,4.17351310206787,3.46539304859945,,4.86961114696544,4.56756448841208,4.85384954279002,5.19298467476355,4.74255918192185,,4.31892970553228,3.61279363675444,,5.56490872938218,,,,,
1992-05,4.20160330496978,3.44884005411106,,4.90704363785947,4.66502400942926,4.90879327203486,5.30908779118518,4.76911118334347,,4.38923766439817,3.66008979510306,,5.60377654082656,,,,,
1992-06,4.23454763429013,3.4748819670196,,4.91988286883076,4.72745526092295,4.97536496385592,5.38599320596391,4.80679511136111,,4.3771370412179,3.69035382443032,,5.62674509105766,,,,,
1992-07,4.30775465858136,3.53184341351232,,4.90247950846405,4.86982155228462,5.0660506822508,5.45763161546119,4.83986562913175,,4.58588178805403,3.76379837359403,,5.67180317774642,,,,,
1992-08,4.37222637966359,3.6154865066677,,4.84598183256678,4.99237336207403,5.1397212131032,5.56954283806904,4.85342042585748,,4.45495778571944,3.98792510459489,,5.72284174485147,,,,,
1992-09,4.4174239261312,3.65665481710489,,4.86081699779968,5.08878904755701,5.17906883429518,5.64020130502525,4.85819314811302,,4.45330110107729,4.13501018570861,,5.73875162858768,,,,,
1992-10,4.47334409977475,3.70870884455205,,4.88922503942084,5.14658396787287,5.24526080476534,5.74731839295568,4.94906737297853,,4.48752311783887,4.17594813168314,,5.76673400964736,,,,,
1992-11,4.49396404641828,3.67977462736354,,4.90299855605393,5.23848977802468,5.27493987143952,5.84215274129695,5.02061837880945,,4.54701981333213,4.2556335076979,,5.78949542068109,,,,,
1992-12,4.50671329792822,3.66541274426304,,4.89941756385817,5.26573296578864,5.30900695674571,5.92646794922009,5.02392410298644,,4.59960931278176,4.29268752397531,,5.80895189926453,,,,,
1993-01,4.54422602937672,3.69972649842047,,4.8468585432018,5.39476736211703,5.33814225326784,6.02901395464482,5.02422945100279,,4.6525078118388,4.2941818927208,,5.85275387261542,,,,,
1993-02,4.57741890696444,3.75599699521076,,4.77982376505543,5.40129478300166,5.37838353890801,6.09391321452732,5.02934071127645,,4.65941873076926,4.326405749911,,5.86793744134548,,,,,
1993-03,4.61183434461947,3.77401290342221,,4.81575581585769,5.46027034108584,5.40171747328058,6.13993779963921,5.05722031276915,,4.63747479479381,4.52505778092466,,5.89119545532675,,,,,
1993-04,4.66004314894184,3.82547468826729,,4.85685217209208,5.52531118141505,5.45252441946999,6.21975181473712,5.07463178770138,,4.6793820909478,4.54644644396636,,5.92355298802311,,,,,
1993-05,4.71999745215589,3.90728518167284,,4.85904438485406,5.69908565629006,5.47599372278337,6.29004745016067,5.09306551468835,,4.69332554311204,4.57040227735978,,5.94214240317142,,,,,
1993-06,4.75394872061074,3.95353877017602,,4.85605833460167,5.71584795356352,5.52137788097969,6.35962188356234,5.10107094311697,,4.73103466387696,4.58188462300052,,5.92634140029536,,,,,
1993-07,4.76924187425899,3.90052560769719,,4.82175583152698,5.76902263708204,5.53010688327276,6.43503879684849,5.09829625896841,,5.08405492620494,4.61669096169762,,5.92402834592476,,,,,
1993-08,4.77000663815861,3.90671715024631,,4.744785871866,5.72859815170218,5.54563301246639,6.51722162601003,5.19125481594551,,4.96131382913655,4.62578272564304,,5.93405999102801,,,,,
1993-09,4.80931550259914,3.9580904711807,,4.73558346341946,5.76830528755193,5.55397311585324,6.58218482751508,5.29653350158225,,4.94735300350041,4.65568234947703,,5.94851326130582,,,,,
1993-10,4.83650179705859,3.99156149018894,,4.74198388722951,5.83618678603645,5.55220414206747,6.63875978034914,5.30640420811073,,4.95751524360124,4.66616947003112,,5.96692740482558,,,,,
1993-11,4.83926663099014,3.9748567102538,,4.73820836123116,5.9054225116788,5.58795186718958,6.65724931836992,5.30688214413632,,4.95701265387834,4.67148448236567,,5.98037153542391,,,,,
1993-12,4.83863145208462,3.95824970621994,,4.73818829720668,5.93202307382203,5.59706173802796,6.68800969986404,5.28240119882559,,4.99431597997811,4.67169169333243,,5.98696679435546,,,,,
1994-01,4.84350363542845,3.91927902556406,,4.69415910400222,5.95731539275168,5.59245116367971,6.79689484800894,5.27727002455086,,5.17374175201606,4.67445995018883,,6.00126338241988,,,,,
1994-02,4.84333262572312,3.90335459044109,,4.63675680230544,5.99825144951119,5.586519021367,6.82928351035659,5.27884986863544,,5.21942405542207,4.69133896765841,,6.01352442952555,,,,,
1994-03,4.85008379148145,3.86591107624341,,4.66234541231231,6.03050918639434,5.59507938608126,6.88568002145328,5.29438278946709,,5.16367258408614,4.94202953215155,,6.02782765666681,,,,,
1994-04,4.86188983418185,3.87961925760387,,4.68983748759837,6.02847439686179,5.5906110638403,6.94273527996376,5.30287942992201,,5.14104735981964,4.96202181784091,,6.02888858114563,,,,,
1994-05,4.87874119427558,3.88138574222046,,4.71496985913547,6.12442219571215,5.62491217680687,6.99521945596855,5.30717421615196,,5.12554649999555,4.97932852691182,,6.04199544664055,,,,,
1994-06,4.89762130304748,3.89241020789035,,4.71551333249429,6.16288086747582,5.66006909680597,7.05910605899146,5.32080203088161,,5.14594916082077,4.98904192375752,,6.04668794615013,,,,,
1994-07,4.94283796861258,3.92958367436067,,4.68377030106452,6.21014431496252,5.68229598856943,7.11623566822584,5.3261920871702,,5.40236547359577,4.99538278348908,,6.04839153326694,,,,,
1994-08,4.95303588277961,3.95309738182164,,4.63787340888536,6.23767260318076,5.68535096729283,7.17426343420501,5.42862970865482,,5.26097767732662,4.99667912796092,,6.05486064973855,,,,,
1994-09,4.9869351048024,3.98221597642401,,4.66616193870852,6.25335887615904,5.69052481409816,7.21307005104017,5.6755367698745,,5.22724708162742,4.99947086192193,,6.06177591217372,,,,,
1994-10,5.00291548378823,4.00223582501232,,4.66836636435497,6.26613666466424,5.6962148983896,7.22734539003,5.68281865626438,,5.27105677295477,5.0010570975985,,6.06471038413642,,,,,
1994-11,5.01422655429804,4.02281532423561,,4.66671588025403,6.30055334772937,5.69321613219246,7.22893054746366,5.68325012628748,,5.27008634045278,5.00553714160394,,6.06494540745651,,,,,
1994-12,5.02513081290014,4.02345412679069,,4.65381296781372,6.31316444443672,5.70354317630366,7.24234341805618,5.69201892475697,,5.36530537610265,5.00758883639796,,6.06915856561833,,,,,
1995-01,5.08774267066538,4.10256228052447,,4.60625163395137,6.35779416151717,5.70916442893029,7.25866191493893,5.71281577987046,,5.66588009060533,5.01116041852943,,6.07858605472926,,,,,
1995-02,5.08760352612253,4.08870976330973,,4.5705987347941,6.37546119289351,5.72606948580906,7.26914239298063,5.72095396830619,,5.69922226511126,5.02038487915308,,6.09263699695065,,,,,
1995-03,5.06474558290052,4.01727375863028,,4.62195827572595,6.38974725476973,5.74317300732138,7.3132457553868,5.73851811724659,,5.55428903961167,5.15054194710064,,6.10981228873231,,,,,
1995-04,5.08790836951029,4.03663152468702,,4.65191909837231,6.42745064024929,5.77813146268694,7.38710725152885,5.80831005298333,,5.49679277531179,5.15715228316335,,6.12255267718574,,,,,
1995-05,5.08897797679768,4.03194573101772,,4.65808922207526,6.47250800801116,5.7919310642881,7.39283523129852,5.82076294165007,,5.44230336261336,5.16875201432713,,6.13689175534193,,,,,
1995-06,5.07849752485662,4.00507970694119,,4.63487950749296,6.49958450397726,5.79805249367906,7.39366647239178,5.83362074833849,,5.42372119345109,5.17437018753423,,6.14501532976174,,,,,
1995-07,5.09910153891892,4.01407136506336,,4.58468106293444,6.50816970636654,5.79137926377516,7.39575126669009,5.8391568406349,,5.65464690005792,5.17597581734069,,6.15606009799057,,,,,
1995-08,5.08674422890754,4.02613411768502,,4.52604002581307,6.47955504746567,5.79091694442648,7.406624316554,5.83919666863703,,5.48503465772046,5.17616567566491,,6.1588777222009,,,,,
1995-09,5.09510883405964,4.05489792544558,,4.5284773686133,6.50924113226729,5.78491711764337,7.40894852018328,5.82253528774496,,5.42559752841659,5.17272781095534,,6.16228489643451,,,,,
1995-10,5.11243073638606,4.08653727590304,,4.54115695973762,6.518834532634,5.78008972355095,7.40742135631427,5.81150956915463,,5.46684711456284,5.17256449196676,,6.15679570770429,,,,,
1995-11,5.10075321650768,4.06675395187594,,4.53305458324208,6.52302366995411,5.77288190105032,7.41983644019198,5.81479537933056,,5.43173160496054,5.17100275413848,,6.14793917920149,,,,,
1995-12,5.1059228080347,4.06435611429676,,4.50830778991461,6.50868817533783,5.7655742726357,7.42398074954247,5.81848610752817,,5.54348522201271,5.17114872048452,,6.14389199796063,,,,,
1996-01,5.12122976992004,4.06410096575435,,4.46797386661057,6.49001869397709,5.76057250499242,7.42482686078051,5.8272482679973,,5.7760440349784,5.17310140314171,,6.14636439017536,,,,,
1996-02,5.10458765772661,4.03488459525069,,4.41322263319221,6.49904074383664,5.75437765515899,7.43114964634142,5.83379333634773,,5.75490051967275,5.17218477531831,,6.15025090575672,,,,,
1996-03,5.07704872213567,4.00090700395388,,4.43383187573175,6.48987959254577,5.74772736914337,7.43324931078451,5.8317289182372,,5.55654759095903,5.2193492577324,,6.14887794466648,,,,,
1996-04,5.07712626069772,4.00262785981653,,4.45015788521862,6.46564950272802,5.74654461170295,7.43636311910167,5.85676745557779,,5.51424939168722,5.20912548904739,,6.18418189966385,,,,,
1996-05,5.07259822110871,3.99054648321368,,4.4595879767256,6.48198185012285,5.74500851838314,7.42381271690644,5.88885554929582,,5.44205765208217,5.22912083696778,,6.22875533374339,,,,,
1996-06,5.07272993044698,3.9929433895938,,4.45237714079621,6.48165881291458,5.73992988871415,7.42269299500443,5.88031908083877,,5.45611403181377,5.22854513753304,,6.22195293561448,,,,,
1996-07,5.10023381435919,4.03952289776794,,4.41890424151645,6.47648217039195,5.73944347828278,7.41891449121556,5.87178261238172,,5.58679480554172,5.23037328946144,,6.22042063668011,,,,,
1996-08,5.09628359638323,4.05509627084533,,4.35969966701177,6.48255779902443,5.73367767916004,7.40939165049776,5.86612039807856,,5.52290510358163,5.22978227887153,,6.20666048602426,,,,,
1996-09,5.10553723956864,4.08484435601219,,4.35757549746325,6.49604029147509,5.73236184716764,7.41992714807515,5.86872249421788,,5.46385019065961,5.22618824037912,,6.19943053134694,,,,,
1996-10,5.13127366913506,4.06003814425611,,4.36099684981203,6.50249528764754,5.7247479178446,7.42292199523406,6.36320705469312,,5.48685390842114,5.22574829985364,,6.19248472915831,,,,,
1996-11,5.12330419199776,4.04193190973584,,4.35701719417329,6.47427494106852,5.72209675155477,7.41774272380681,6.37824212549812,,5.51192879222592,5.22458465206002,,6.18681362972271,,,,,
1996-12,5.10869613934291,4.00877749840796,,4.34463420167176,6.45044376196703,5.7183442786279,7.42040299270814,6.37710038943699,,5.54678990456107,5.22453361487609,,6.17954251276898,,,,,
1997-01,5.13255677301109,4.00852421226367,,4.30736920176472,6.44063078826659,5.7099754953807,7.42859495546804,6.39227485824945,,5.87686477435463,5.22418758276904,,6.17016946408813,,,,,
1997-02,5.15229193030965,4.01534617657634,,4.27619843120715,6.48499379847046,5.70528805900674,7.43048197684075,6.39622446846091,,5.8614011433989,5.22341283831697,,6.1720722235101,,,,,
1997-03,5.12689327146556,3.9844443357743,,4.30564805740364,6.47956539385313,5.69775558048706,7.43510213082423,6.39648335047477,,5.69438127126179,5.23032327302119,,6.16936480797529,,,,,
1997-04,5.10994844022854,3.96510146890252,,4.32631225792328,6.47528658784176,5.69493807100727,7.44067694810265,6.38561694389298,,5.5630663658094,5.24089919827532,,6.17436934409628,,,,,
1997-05,5.10570824927398,3.96442262478787,,4.32481443487818,6.45894504365809,5.69176952003691,7.4386293291663,6.37703400943344,,5.54589641172036,5.23858108938119,,6.17087851749451,,,,,
1997-06,5.1173337227203,3.98958827938106,,4.3164110980154,6.4546443952732,5.68625380929633,7.47150870629172,6.38464779584109,,5.53673314625394,5.23867193556858,,6.16442533480731,,,,,
1997-07,5.12870533703883,3.9930895878462,,4.27912167233942,6.45868638397174,5.68455137278656,7.47645600346039,6.37763142946542,,5.68381695938264,5.24371032636623,,6.16382117881499,,,,,
1997-08,5.13714535640882,4.03250445045364,,4.22347017486601,6.45298667408341,5.68850231034699,7.49063766053809,6.36774080893587,,5.62142882177986,5.24238029735299,,6.1529928444911,,,,,
1997-09,5.13468536586504,4.04464728619445,,4.24662056972375,6.43548633450493,5.68175107122297,7.48509704459267,6.36410318474111,,5.53822974676213,5.24386241717434,,6.15047265092313,,,,,
1997-10,5.12664153668194,4.03173993602549,,4.24873078169002,6.41537295729511,5.67102480345583,7.47940475317047,6.36484664078091,,5.54433155828684,5.24315402106138,,6.13843334898387,,,,,
1997-11,5.11673359549351,4.01229929325242,,4.24582673223333,6.39148429826334,5.67834046223134,7.47992966928124,6.37489657331899,,5.54991961142813,5.2472676180862,,6.12232562075786,,,,,
1997-12,5.12545190394919,4.01580805131004,,4.23227130282289,6.3891609594807,5.67825901142797,7.4869900140233,6.36364516271658,,5.65962812264489,5.2443370629849,,6.1188547113866,,,,,
1998-01,5.1576697075649,4.01205718149685,,4.19175767564739,6.37189973641226,5.67871444761017,7.47357863044525,6.57810567819903,,5.93957804407445,5.24628872489841,,6.13635930137947,,,,,
1998-02,5.17565334309891,4.04160226526865,,4.16402483206753,6.38236683171949,5.67184275307272,7.47437269617656,6.68576076796301,,5.93528183266536,5.24307950677284,,6.13105335116999,,,,,
1998-03,5.16915178778005,4.04870917649363,,4.21812093146908,6.47185273680577,5.66970094110254,7.48303604252601,6.67453590936201,,5.71293986214077,5.23892303851352,,6.12035248712141,,,,,
1998-04,5.16973492025351,4.05675008037568,,4.22847658514894,6.4666680470929,5.66757518985414,7.48673573454754,6.65268361219202,,5.67593808987474,5.24502708571164,,6.12990346306153,,,,,
1998-05,5.16600138538244,4.07460116635353,,4.22664814187432,6.38087695192617,5.66419211352844,7.47934675960583,6.63107692103517,,5.63227483209629,5.25396471736159,,6.12405576418202,,,,,
1998-06,5.1758636531713,4.09493110422878,,4.21740996712327,6.40291015880794,5.65938307454664,7.48682049437279,6.62301838860371,,5.63875265519146,5.25784354334033,,6.11861437680504,,,,,
1998-07,5.19204053399246,4.10998673062888,,4.17723830071288,6.38010557126158,5.65768293242569,7.48306726983005,6.62011094444804,,5.80660273109306,5.27325064842535,,6.11354079428492,,,,,
1998-08,5.19308889783819,4.12588229858099,,4.12207182922261,6.37635558060895,5.65481724078053,7.48229550931591,6.61885636238087,,5.78855293474838,5.27391311107277,,6.10469223267433,,,,,
1998-09,5.19148289364898,4.12502838904309,,4.13637747867894,6.3668518489335,5.64844113422975,7.47486638498329,6.61796687033325,,5.77859917631038,5.27663441371995,,6.11098740533276,,,,,
1998-10,5.17249019463631,4.08331532715587,,4.12759815944432,6.35985769101486,5.64599072696231,7.48136166422366,6.6167388402675,,5.7778148881502,5.27578515497935,,6.10592444533559,,,,,
1998-11,5.16020829884281,4.05943286486719,,4.12394650698843,6.36964192475016,5.64467718935874,7.47926348679505,6.60671545973083,,5.75863581613184,5.27698044582701,,6.1079360856177,,,,,
1998-12,5.15950938961232,4.02921545537416,,4.11218026515253,6.37243544936263,5.63713782767258,7.47560691819339,6.58992131883166,,5.94512142257371,5.27962825492933,,6.1068167372627,,,,,
1999-01,5.18383206813652,3.99444448247833,,4.06769657817608,6.43512536054266,5.61737510950953,7.68739644225225,6.58772414071402,,6.23931138615213,5.28115120449783,,6.10759085362209,,,,,
1999-02,5.17550463900732,3.96296716065728,,4.02317712489513,6.51295893415896,5.59324158063068,7.73387605379443,6.57361838995878,,6.26804462675472,5.27973441227191,,6.11153048181817,,,,,
1999-03,5.1366461355299,3.95921349724692,,4.05661513021927,6.50471746175285,5.60394031573189,7.50013670902424,6.5841396205221,,5.97866463296881,5.29063901699055,,6.10796662537116,,,,,
1999-04,5.13161568854573,3.9756202934829,,4.09046401187087,6.48740335714854,5.59680935525697,7.49905862352761,6.58147114437922,,5.81617923699831,5.29668590254267,,6.11045229573956,,,,,
1999-05,5.10634980121199,3.93902417042971,,4.08294959852757,6.45379369230479,5.59315554104966,7.5100625306656,6.58558006659922,,5.72487916022479,5.29512314397071,,6.11085462379599,,,,,
1999-06,5.10603964696381,3.93902323923065,,4.07318888679106,6.45878409985325,5.59178464372541,7.50939486116493,6.57131500383545,,5.74170288583805,5.29379005272644,,6.10781658223461,,,,,
1999-07,5.11553015452369,3.92794290161716,,4.02095525227087,6.48132657891746,5.5863836524262,7.51543362696053,6.55992419522558,,5.94944741707749,5.29622963011833,,6.10686984987741,,,,,
1999-08,5.09627403683448,3.90832905581896,,3.96386088973246,6.49738187304825,5.57692388729167,7.53536556902507,6.55720261507986,,5.83928223174214,5.29549265318237,,6.10851766874877,,,,,
1999-09,5.08612073389493,3.89725896139514,,3.96130926922756,6.49515854934433,5.56789202567342,7.5453003127533,6.56153059131158,,5.7773706236544,5.29609897492747,,6.10107924705871,,,,,
1999-10,5.08532516700491,3.89188408042152,,3.96743054139264,6.4682889811273,5.55527288712385,7.54651817761087,6.6042195715972,,5.79891993362521,5.29635722307816,,6.087453205755,,,,,
1999-11,5.06925131687579,3.85099885449854,,3.96373439914333,6.45469267841465,5.54653356008106,7.54228910843514,6.65062583208184,,5.80078634089248,5.29663996907713,,6.084918406218,,,,,
1999-12,5.06609879013402,3.82352010144061,,3.95098502010776,6.43752917122772,5.54590833912565,7.53897009212,6.70300629288635,,5.89267463378613,5.29987980951306,,6.08102392374443,,,,,
2000-01,5.1089191954803,3.82728866403593,,3.89682174984164,6.44406119050676,5.53943127946648,7.65374381759821,6.78045848103322,,6.27118177939545,5.29870901651369,,6.08473782332798,,,,,
2000-02,5.10912844338062,3.82087177131432,,3.85854133582599,6.44330590422265,5.53637171196542,7.67788252362132,6.80537089636706,,6.30245278785812,5.29908362944374,,6.07653059654001,,,,,
2000-03,5.08213440206816,3.84556717038227,,3.89508054145608,6.44195397626204,5.53012064960573,7.67473302695669,6.80471373433188,,5.85463417609278,5.24926827569629,,6.08137845044761,,,,,
2000-04,5.07641991626265,3.83135148553418,,3.90901457028503,6.45632970682953,5.52483896652552,7.67792564704118,6.77847371892696,,5.86205513051981,5.2474584971541,,6.08558762516334,,,,,
2000-05,5.05668794548035,3.81827651953444,,3.90579298583218,6.49846479493505,5.51752789652767,7.68795109865258,6.76215751405337,,5.66951611008212,5.24592840237986,,6.08315905085575,,,,,
2000-06,5.04733870680748,3.80845609424897,,3.88883801279521,6.49704044226227,5.50688422675831,7.67779478976711,6.76310674810419,,5.64095908612311,5.24390324692149,,6.08522247593721,,,,,
2000-07,5.06925981425245,3.8106462744378,,3.82669100548267,6.5031436612613,5.4923974557034,7.67497243628766,6.76940621044147,,5.85577958427608,5.24504443835418,,6.24082251980538,,,,,
2000-08,5.05835343130619,3.82215961961413,,3.78105669031958,6.50048693888293,5.48546954863969,7.66842065049712,6.75518761368019,,5.7167545801857,5.2439216203077,,6.24829015343353,,,,,
2000-09,5.05058576686462,3.8234064951553,,3.80002940634041,6.49769571346767,5.46722571588025,7.65444271440292,6.74789908928996,,5.6414095554303,5.24355925630179,,6.24762359011893,,,,,
2000-10,5.05963653518222,3.85410067856699,,3.80280173111462,6.4479479833935,5.45452397933289,7.65262855673963,6.74420836109235,,5.6661096686269,5.24401144575142,,6.22223443247244,,,,,
